Report generated on: 04-21-2023 18:23:46
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"","GDP at purchasing power parities (Billion 2015$ PPP)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"INTL.4701-34-ROU-BDOLPPP.A","        Romania","268.1765","270.1986","280.9878","298.1232","315.7484","315.4391","323.0112","325.6086","324.0168","305.2408","288.1859","251.0144","228.8686","232.2639","241.3248","249.0748","258.983","248.8686","243.7405","242.4084","248.6557","260.1975","274.7755","281.0304","309.1977","324.7306","350.2964","375.2688","410.044","388.3655","373.77","390.3459","397.9599","398.3674","414.9041","428.194","440.6531","477.2842","504.7653","524.0372","507.3566","537.2739","561.4456"
"INTL.4701-34-RUS-BDOLPPP.A","        Russia","--","--","--","--","--","--","--","--","--","--","--","--","2477.338","2262.014","1972.455","1873.785","1806.684","1831.537","1734.119","1844.195","2029.618","2132.754","2233.978","2398.304","2569.676","2734.044","2957.288","3210.142","3378.583","3114.344","3254.873","3370.572","3506.206","3567.754","3594.022","3523.123","3529.946","3594.393","3695.299","3776.526","3675.925","3850.522","3768.082"
"INTL.4701-34-RWA-BDOLPPP.A","        Rwanda","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","6.222572","6.220298","6.071055","5.918406","6.265978","5.757889","2.864661","3.873711","4.367443","4.972323","5.412804","5.648364","6.121183","6.640537","7.516561","7.682106","8.254245","9.028319","10.59592","11.40398","12.67631","13.46381","14.45699","15.60591","16.95464","17.75389","18.84992","20.516","21.74426","22.61109","24.55044","26.87179","25.96676","28.79645","30.9924"
"INTL.4701-34-SHN-BDOLPPP.A","        Saint Helena","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-KNA-BDOLPPP.A","        Saint Kitts and Nevis","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.5248981","0.5565305","0.5738917","0.5869205","0.6049825","0.6377618","0.6722294","0.6954998","0.7365139","0.790477","0.7985678","0.8300571","0.8839244","0.9322202","0.9562917","0.9217198","0.9549633","1.038728","1.057549","1.055683","1.122105","1.088218","1.063742","1.089258","1.082717","1.153743","1.212815","1.272","1.312068","1.337359","1.373671","1.415475","1.142873","1.108975","1.247825"
"INTL.4701-34-LCA-BDOLPPP.A","        Saint Lucia","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","1.358729","1.458785","1.501815","1.510651","1.62088","1.625251","1.653563","1.672277","1.789912","1.783709","1.897226","1.94051","1.933479","1.867584","1.875361","1.955333","2.097441","2.088832","2.218239","2.260822","2.372124","2.335284","2.345886","2.447393","2.444728","2.395711","2.427522","2.43","2.513298","2.601306","2.677429","2.67572","2.130577","2.459982","2.515673"
"INTL.4701-34-SPM-BDOLPPP.A","        Saint Pierre and Miquelon","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-VCT-BDOLPPP.A","        Saint Vincent/Grenadines","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.6570541","0.6662862","0.6939365","0.7018179","0.7465735","0.763444","0.7478899","0.8036255","0.8165867","0.846399","0.8891724","0.9267614","0.9436118","0.9603058","1.020437","1.098864","1.144474","1.173085","1.263451","1.305379","1.326063","1.29818","1.254743","1.249421","1.266782","1.28997","1.305631","1.323","1.348103","1.361589","1.391042","1.397926","1.359789","1.271558","1.355638"
"INTL.4701-34-WSM-BDOLPPP.A","        Samoa","0.4765097","0.433336","0.4290719","0.431204","0.4397321","0.4653165","0.4871698","0.4898348","0.5036931","0.5330085","0.498896","0.4866368","0.5068912","0.5154193","0.5484658","0.5841774","0.6268181","0.6316152","0.6385443","0.6348132","0.6667938","0.7163635","0.7568719","0.7963149","0.8208333","0.8752001","0.8938557","0.8981192","0.9301","0.9253033","0.9487555","0.9881978","0.9476893","0.9439582","0.9444913","0.9849998","1.064418","1.076145","1.062819","1.109724","1.080941","0.9935283","0.9368421"
"INTL.4701-34-STP-BDOLPPP.A","        Sao Tome and Principe","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.3865153","0.3986338","0.3900525","0.3947372","0.3975002","0.4018727","0.410714","0.4189283","0.4252123","0.4294488","0.440185","0.4511895","0.4532125","0.4671013","0.4764575","0.5096382","0.5291688","0.5667067","0.6183655","0.6384847","0.6907523","0.7075126","0.7547176","0.78791","0.8126675","0.851795","0.907587","0.9430861","0.9823633","1.020174","1.050221","1.07344","1.106606","1.126531","1.149817"
"INTL.4701-34-SAU-BDOLPPP.A","        Saudi Arabia","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","647.5096","644.2522","742.1367","853.5158","887.55","875.446","880.3374","882.2045","905.4721","915.4659","941.9538","906.5054","957.5004","945.9074","919.2405","1022.582","1103.964","1165.497","1197.996","1220.124","1296.379","1269.684","1333.669","1480.29","1560.631","1605.115","1669.762","1748.077","1789.386","1788.138","1836.712","1851.996","1771.593","1841.07","2002.056"
"INTL.4701-34-SEN-BDOLPPP.A","        Senegal","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","17.76093","18.46672","18.3289","18.81644","19.06487","19.32419","19.315","20.37126","20.78276","21.41571","22.67892","24.1039","25.04088","26.12035","26.13829","27.60046","28.88203","30.12691","30.8291","31.70067","32.8746","33.66493","34.86396","35.23309","37.02371","38.20108","40.72496","43.318","46.07102","49.48396","52.55654","54.98043","55.70993","58.93956","61.26139"
"INTL.4701-34-SRB-BDOLPPP.A","        Serbia","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.03738","97.96417","103.5046","100.6771","101.4131","103.4782","102.7729","105.7458","104.0649","105.951","109.4731","111.7535","116.7892","121.7795","120.7591","129.8056","132.8029"
"INTL.4701-34-SYC-BDOLPPP.A","        Seychelles","0.000004","0.000004","0.000004","0.000004","0.000004","0.000004","0.000004","0.000004","0.8069837","0.8900037","0.9563513","0.9825831","1.053483","1.118636","1.109588","1.102703","1.123416","1.292813","1.437969","1.465795","1.463974","1.431284","1.449364","1.357621","1.330193","1.449999","1.586375","1.751646","1.714152","1.695173","1.795957","1.892557","1.962193","2.080279","2.185768","2.310518","2.432474","2.544158","2.626571","2.705905","2.496134","2.554554","2.766837"
"INTL.4701-34-SLE-BDOLPPP.A","        Sierra Leone","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","6.246307","6.291908","6.502687","6.655631","5.390197","5.464283","5.357873","4.929257","5.015713","4.720938","4.805204","4.710096","5.023446","4.704688","5.94753","6.501443","6.930397","7.242625","7.54854","8.156813","8.597137","8.871227","9.345524","9.935695","11.44411","13.81484","14.44435","11.469","12.1635","12.67346","13.11255","13.80151","13.52977","13.94245","14.27884"
"INTL.4701-34-SGP-BDOLPPP.A","        Singapore","52.65425","58.3493","62.49335","67.83933","73.80396","73.34438","74.32926","82.35528","91.63145","100.9401","110.8534","118.2677","126.1204","140.5734","156.171","167.3768","179.8822","194.8416","190.5726","201.4702","219.6798","217.3273","225.8538","236.1262","259.5971","278.7199","303.8235","331.2331","337.4055","337.8372","386.8904","410.9354","429.1624","449.8378","467.5414","481.4592","498.7997","521.4688","540.1135","547.3038","525.9532","572.6703","593.5554"
"INTL.4701-34-SVK-BDOLPPP.A","        Slovakia","--","--","--","--","--","--","--","--","--","--","--","--","--","64.84147","68.86533","73.95675","78.85282","83.5253","86.92983","86.83792","87.85081","90.70932","94.79988","100.0129","105.2927","112.2667","121.8016","134.995","142.5211","134.7458","143.796","147.6378","149.5844","150.531","154.5913","162.579","165.7394","170.6089","177.4856","181.9572","175.8169","181.1165","184.139"
"INTL.4701-34-SVN-BDOLPPP.A","        Slovenia","--","--","--","--","--","--","--","--","--","--","--","--","33.36681","34.31564","36.14329","40.18885","41.38664","43.48753","44.81705","47.15105","49.0497","50.77022","52.49884","53.97107","56.01427","58.40748","61.94112","66.32356","68.38415","63.13773","63.90354","64.64386","63.03096","62.42136","64.03746","65.28299","67.45016","70.92208","74.15767","76.68245","72.91248","78.94865","83.45136"
"INTL.4701-34-SLB-BDOLPPP.A","        Solomon Islands","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.5037589","0.5383077","0.5744905","0.5891447","0.6560915","0.6672009","0.7211102","0.7931637","0.8059236","0.7920091","0.8173023","0.8046236","0.6902596","0.6352748","0.6177677","0.6578277","0.7110918","0.802461","0.8345552","0.9728116","1.008852","1.011204","1.118804","1.190493","1.221908","1.287057","1.300571","1.319","1.396467","1.47113","1.529139","1.547557","1.480707","1.455094","1.405673"
"INTL.4701-34-SOM-BDOLPPP.A","        Somalia","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","8.555504","8.540453","8.403821","8.319773","7.321397","7.321397","5.783935","5.783935","6.009496","5.847104","5.993063","6.184842","6.370387","6.561499","6.791151","7.02884","7.239706","7.456897","7.635863","7.834396","8.03809","8.24708","8.461505","8.681503","8.786191","9.282984","9.538043","9.97583","10.44788","10.67629","11.0703","11.36913","11.33316","11.66074","11.96048"
"INTL.4701-34-ZAF-BDOLPPP.A","        South Africa","348.9018","367.6056","366.1962","359.4342","377.7622","373.1855","373.2522","381.0932","397.0995","406.6091","405.3171","401.19","392.6164","397.4596","410.1783","422.8938","441.0783","452.5463","454.809","465.7245","485.2849","498.3876","516.8298","532.0716","556.305","585.6615","618.4809","651.6344","672.4284","662.0858","682.2114","703.8275","720.6932","738.6054","749.0483","758.9496","763.9931","772.8398","784.6049","786.9859","737.0714","773.2844","789.0772"
"INTL.4701-34-KOR-BDOLPPP.A","        South Korea","203.9765","218.757","236.9971","268.6984","297.0503","320.3358","356.621","401.9964","450.1864","482.0279","529.6402","586.7254","623.0942","665.9475","727.6718","797.6342","860.5732","913.6754","866.8089","966.2052","1053.752","1104.884","1190.238","1227.698","1291.506","1347.151","1418.07","1500.311","1545.516","1557.767","1663.77","1725.091","1766.537","1822.443","1880.806","1933.64","1990.621","2053.518","2113.222","2160.642","2145.314","2234.244","2291.988"
"INTL.4701-34-SSD-BDOLPPP.A","        South Sudan","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","16.05553","20.5025","20.8791","20.83307","18.05463","17.00958","16.65181","16.79513","15.70091","16.53779","17.12743"
"INTL.4701-34-ESP-BDOLPPP.A","        Spain","745.7321","744.7318","754.0172","767.3619","781.0545","799.1889","825.1892","870.9763","915.334","959.513","995.8233","1021.152","1030.653","1020.03","1044.321","1077.074","1105.731","1146.632","1197.018","1250.769","1316.395","1368.16","1405.494","1447.408","1492.646","1547.166","1610.563","1668.652","1683.488","1620.09","1622.764","1609.552","1561.88","1539.992","1561.515","1621.427","1670.68","1720.416","1759.696","1794.596","1591.35","1679.231","1771.166"
"INTL.4701-34-LKA-BDOLPPP.A","        Sri Lanka","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","64.95341","66.13248","70.48255","77.99198","75.47104","81.14018","87.73576","93.07894","104.4096","115.2888","113.1041","116.465","126.1966","123.7331","128.4661","136.1808","143.5042","152.5282","164.0294","175.2127","185.7636","192.2845","207.7034","225.1603","245.7503","254.0953","266.7003","256.002","268.9394","286.3148","292.9288","292.283","282.134","291.52","266.8344"
"INTL.4701-34-SDN-BDOLPPP.A","        Sudan","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","65.51019","71.36116","67.45766","72.52436","77.29494","80.82636","81.63966","86.53562","91.6578","108.4428","113.115","116.6262","124.0272","132.0894","140.0233","148.8291","156.4802","165.3112","176.1084","186.2087","193.3717","188.0197","195.2739","188.9988","156.8601","159.927","167.3817","170.579","176.4941","177.7459","172.9806","169.2126","163.0706","160.0236","158.3121"
"INTL.4701-34-SUR-BDOLPPP.A","        Suriname","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","5.043476","5.271709","5.064976","5.203932","5.223496","4.873416","5.038624","5.03905","5.091329","5.383538","5.508996","5.431666","5.543821","5.775954","5.936361","6.30934","6.814035","7.081381","7.489571","7.872399","8.198584","8.445664","8.882021","9.401351","9.6549","9.937877","9.963119","9.622999","9.15035","9.293647","9.753522","9.860593","8.292163","8.020938","8.133444"
"INTL.4701-34-SWE-BDOLPPP.A","        Sweden","223.7551","225.334","228.1424","232.7682","243.1699","249.0537","256.6688","265.0004","270.8574","278.1847","280.5376","277.8432","275.156","269.5832","279.8036","291.4002","296.0279","305.6641","318.5927","331.3678","347.6708","353.1125","360.9615","369.7333","383.9714","394.935","414.2504","428.98","426.3775","408.2822","431.4614","445.5099","444.2242","449.3337","461.7269","481.3271","490.2142","503.9769","514.1821","524.559","512.3547","538.7968","553.3938"
"INTL.4701-34-CHE-BDOLPPP.A","        Switzerland","294.0037","298.7996","294.795","296.5776","305.6745","317.0238","322.8453","327.8245","338.5866","353.5895","366.7169","363.31","362.7834","362.2595","366.9731","369.0098","370.7452","379.0214","390.1547","396.5805","412.7321","419.4882","419.2182","418.8859","429.5965","441.7248","460.0632","478.1467","491.0525","479.7382","495.1615","504.4892","510.5816","519.9623","531.9994","540.4581","551.6612","559.5358","575.5768","582.2598","567.6641","591.6269","604.2527"
"INTL.4701-34-SYR-BDOLPPP.A","        Syria","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","44.836","37.20393","38.91053","41.98498","47.64047","50.10777","53.72206","57.49682","63.14626","66.31869","70.81859","68.30195","68.76341","71.37189","76.9806","77.43547","82.78059","87.92567","92.36246","97.60378","101.9731","108.0023","111.717","116.8471","86.07083","63.43406","56.89377","55.08042","51.97914","51.60091","52.36246","54.32491","57.04115","55.86347","54.13374"
"INTL.4701-34-TWN-BDOLPPP.A","        Taiwan","150.4669","161.15","168.9016","184.1421","202.6463","212.3882","236.8384","267.0372","288.4638","313.6234","331.0014","358.7122","388.5219","414.9957","446.1324","475.1244","504.4712","534.9984","557.4942","595.0248","632.5969","623.7308","657.9199","685.7146","733.3829","772.864","817.4629","873.4636","880.4435","866.2424","954.9928","990.0796","1012.074","1037.21","1086.159","1102.079","1125.94","1163.224","1195.641","1232.275","1274.007","1357.17","1389.903"
"INTL.4701-34-TJK-BDOLPPP.A","        Tajikistan","--","--","--","--","--","--","--","--","--","--","--","--","15.0763","12.60378","9.919178","8.689199","7.232701","7.354613","7.743341","8.029599","8.695849","9.52553","10.55569","11.72913","12.93568","13.80469","14.71497","15.85639","17.05886","17.74451","18.90451","19.36046","20.82137","22.36815","23.86361","25.288","27.04531","30.48503","32.66047","35.11001","36.77059","40.83887","43.01362"
"INTL.4701-34-TZA-BDOLPPP.A","        Tanzania","0.000004","0.000004","0.000004","0.000004","0.000004","0.000004","0.000004","0.000004","30.90054","32.06377","34.3227","35.03386","35.23856","35.66347","36.22255","37.51566","39.22052","40.60314","42.10891","44.15703","46.15329","48.95516","52.42765","55.92603","60.12262","64.61757","68.83854","73.49789","77.67729","81.7702","87.13398","94.52541","97.05341","103.6442","110.6257","117.4502","125.5776","133.9688","143.2882","153.3464","160.7817","168.7443","177.6404"
"INTL.4701-34-THA-BDOLPPP.A","        Thailand","183.3101","194.135","204.5282","215.95","228.3649","238.9862","252.237","276.2657","312.9559","351.1002","390.2833","423.6895","457.9422","495.7365","535.3808","578.8553","611.5719","594.7318","549.3297","574.4468","600.0399","620.7067","658.8741","706.2422","750.6602","782.0952","820.9482","865.5679","880.5051","874.4241","940.123","948.0212","1016.684","1044.008","1054.286","1087.328","1124.679","1171.664","1221.142","1246.964","1171.312","1188.789","1219.635"
"INTL.4701-34-BHS-BDOLPPP.A","        The Bahamas","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","8.790801","9.382191","9.232424","8.846344","8.507922","8.534111","8.802847","9.188298","9.576371","10.23481","9.77388","10.96605","11.42106","11.72088","12.03789","11.88567","11.99059","12.3977","12.70973","12.89361","12.59402","12.06812","12.25378","12.32894","12.70951","12.34561","12.57367","12.699","12.59009","12.9741","13.21166","13.46218","10.25514","11.66211","12.56596"
"INTL.4701-34-TLS-BDOLPPP.A","        Timor-Leste","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","1.932082","1.93981","1.997765","1.915469","2.112042","2.352615","2.591272","2.833023","3.001759","3.147445","3.244017","3.39039","3.484","3.601944","3.491325","3.46732","4.144689","3.792391","3.846662","3.979655"
"INTL.4701-34-TGO-BDOLPPP.A","        Togo","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","6.378845","6.637826","6.621651","6.575306","6.313561","5.360477","6.163605","6.647191","7.234553","8.27469","8.084382","8.285018","8.220104","8.287794","8.604936","9.183202","9.093328","8.669009","8.898747","8.794175","9.151416","9.658217","10.2473","10.90294","11.61637","12.3264","13.0562","13.806","14.57349","15.20711","15.96384","16.83546","17.13055","18.03172","18.90085"
"INTL.4701-34-TON-BDOLPPP.A","        Tonga","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.3684714","0.3699081","0.3623469","0.3855912","0.3865628","0.4010127","0.420873","0.4330544","0.4334442","0.4306893","0.4406208","0.4507371","0.4677112","0.4745396","0.4958719","0.4961494","0.4867963","0.4847977","0.4741379","0.4622828","0.4842439","0.459074","0.4627564","0.4943055","0.4983743","0.4999308","0.5100113","0.5159999","0.5499062","0.5681764","0.5698929","0.5740639","0.5778224","0.56192","0.5538239"
"INTL.4701-34-TTO-BDOLPPP.A","        Trinidad and Tobago","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","12.98431","12.87737","13.071","13.42179","13.20062","13.00942","13.47283","14.00591","14.99238","16.14561","17.46246","18.85583","20.15739","20.99867","22.66396","25.93688","27.99888","29.73755","33.75639","35.26562","36.46175","34.86047","36.01877","35.91307","36.3775","37.20336","36.88512","37.54302","35.17122","34.22819","33.9864","33.92813","31.42617","32.31281","35.6593"
"INTL.4701-34-TUN-BDOLPPP.A","        Tunisia","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","41.85096","42.58196","45.96714","47.76196","51.49013","52.61767","54.29008","55.56681","59.53765","62.77706","65.78016","69.76291","73.63807","76.43356","77.44451","81.08631","86.14268","89.14607","93.82097","100.1159","104.3585","107.5347","111.1956","108.9198","113.5127","116.2709","119.8641","121.024","122.3764","125.1149","128.399","130.438","118.9361","124.1757","127.307"
"INTL.4701-34-TUR-BDOLPPP.A","        Turkiye","416.0837","436.2853","451.8294","474.281","506.1137","527.5809","564.5922","618.1397","632.4851","634.3209","693.0979","698.0902","733.2436","789.3458","752.4981","811.7819","871.6887","937.7424","937.7256","907.1261","970.0194","914.2431","973.191","1029.278","1130.106","1231.728","1317.308","1383.747","1395.025","1327.74","1439.63","1600.871","1677.528","1819.88","1909.777","2025.977","2093.302","2250.342","2317.399","2335.559","2380.87","2651.182","2798.742"
"INTL.4701-34-TKM-BDOLPPP.A","        Turkmenistan","--","--","--","--","--","--","--","--","--","--","--","--","33.92353","34.43238","28.47563","26.42538","28.19587","24.98156","26.75522","31.16985","32.87454","34.30258","34.39077","35.51555","37.29148","42.15207","46.77754","51.94982","59.61102","63.26697","72.48411","82.4364","87.89311","88.30354","92.34104","93.772","89.38505","89.81227","91.00331","83.97734","81.16011","85.21474","88.02939"
"INTL.4701-34-TCA-BDOLPPP.A","        Turks and Caicos Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-TUV-BDOLPPP.A","        Tuvalu","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-USIQ-BDOLPPP.A","        U.S. Pacific Islands","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-USOH-BDOLPPP.A","        U.S. Territories","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-VIR-BDOLPPP.A","        U.S. Virgin Islands","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","1.150884","1.144918","1.138984","1.13308","1.126239","1.247878","1.133361","1.102811","1.113868","1.052955","1.105997","1.089503","1.271868","1.312445","2.187815","2.17915","2.250754","2.3292","2.410839","2.507527","2.531141","2.363035","2.3844","2.18987","1.860968","1.75302","1.736154","1.739527","1.756394","1.743479","1.771153","1.810358","1.766069","1.871276","2.146317"
"INTL.4701-34-UGA-BDOLPPP.A","        Uganda","0.000004","0.000004","0.000004","0.000004","0.000004","0.000004","0.000004","0.000004","14.45721","15.37697","16.37249","17.28183","17.87259","19.36072","20.6005","22.97435","25.05861","26.3366","27.62848","29.85366","30.79164","32.38777","35.21609","37.49573","40.04814","42.58422","47.17681","51.14553","56.25798","60.71266","65.25266","70.29566","71.87941","74.70483","79.07987","85.39866","85.52298","91.32902","96.33301","103.8414","102.3869","108.5488","114.8741"
"INTL.4701-34-UKR-BDOLPPP.A","        Ukraine","--","--","--","--","--","--","--","--","--","--","--","--","613.2974","526.2092","405.7072","356.211","320.5899","310.9722","305.0638","304.4537","322.4164","350.789","369.2032","404.3361","453.2963","466.883","501.6188","539.7091","552.1446","470.6559","488.7025","515.4127","516.6429","516.5048","482.6604","435.49","446.1202","456.6485","472.5781","487.6982","469.3959","485.1336","339.2021"
"INTL.4701-34-ARE-BDOLPPP.A","        United Arab Emirates","192.4763","198.0264","181.5533","176.8218","184.7077","180.1515","141.9482","147.0302","146.6797","169.1111","198.7274","200.3052","205.7364","210.2627","224.7628","239.7945","253.6989","274.4778","275.2789","283.2682","314.0109","318.4041","326.1522","354.8553","388.8024","407.6793","447.7838","462.0432","476.7911","451.7929","459.1818","490.9965","514.4496","540.4577","562.9715","601.1792","634.6138","639.2786","647.7306","654.9114","622.3954","646.7701","698.1175"
"INTL.4701-34-GBR-BDOLPPP.A","        United Kingdom","1362.115","1349.372","1372.162","1425.202","1452.31","1506.455","1545.246","1625.705","1709.946","1746.896","1758.048","1728.406","1728.931","1765.329","1826.736","1865.369","1900.955","1986.956","2049.69","2111.468","2197.884","2245.302","2285.06","2356.424","2411.682","2476.033","2529.526","2594.369","2590.365","2473.527","2533.636","2560.684","2597.775","2645.051","2729.685","2795.009","2855.527","2925.304","2975.181","3022.912","2689.458","2893.79","3010.856"
"INTL.4701-34-USA-BDOLPPP.A","        United States","7080.755","7260.456","7129.566","7456.385","7995.96","8329.374","8617.771","8915.903","9288.34","9629.423","9811.062","9800.435","10145.65","10424.86","10844.83","11135.92","11556.02","12069.95","12610.86","13215.5","13754.31","13885.57","14121.05","14515.91","15075.12","15600.22","16034.35","16356.74","16376.74","15950.96","16383.04","16636.95","17016.4","17329.82","17726.25","18206.02","18509.63","18924.57","19481.94","19928.97","19377.36","20529.63","20954.26"
"INTL.4701-34-URY-BDOLPPP.A","        Uruguay","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","34.33932","34.71839","34.82163","36.0539","38.91354","39.94769","42.85642","42.23603","44.59192","46.84281","48.96875","48.02007","47.07903","45.27502","41.78133","42.1128","44.20634","47.52097","49.48117","52.71009","56.50096","58.87645","63.47502","66.75156","69.11941","72.32542","74.66472","74.93898","76.19812","77.43837","77.80849","78.08117","73.30146","76.50253","80.60002"
"INTL.4701-34-UZB-BDOLPPP.A","        Uzbekistan","--","--","--","--","--","--","--","--","--","--","--","--","68.69186","67.04102","63.75796","63.19005","64.26303","67.60352","70.51085","73.54177","76.36273","79.54217","82.70278","86.20334","92.62462","99.06188","106.4434","116.5267","127.0483","137.2767","147.7059","158.8556","170.0473","182.4909","195.0863","209.0819","221.5783","231.2422","243.6392","257.5652","262.4178","281.9029","296.2743"
"INTL.4701-34-VUT-BDOLPPP.A","        Vanuatu","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.2914435","0.3014359","0.3158334","0.3541373","0.3515587","0.36738","0.3767276","0.3943485","0.4044484","0.4140378","0.422875","0.426219","0.4484293","0.4392323","0.4318548","0.4432397","0.4609129","0.4853545","0.5264406","0.5536652","0.5893799","0.6088941","0.6188137","0.6263941","0.6373857","0.6499368","0.664918","0.6659999","0.6890812","0.7195275","0.7403878","0.7645641","0.693954","0.6960668","0.7081974"
"INTL.4701-34-VEN-BDOLPPP.A","        Venezuela","279.3892","278.3755","272.6103","266.7439","273.5561","274.085","291.9288","302.3847","319.9875","292.5651","311.488","341.7954","362.5098","363.5081","354.9675","368.9946","368.2645","381.7967","382.9192","360.0572","373.3323","386.004","351.8209","324.5362","383.8828","423.4915","465.2991","506.0294","532.7371","515.6772","507.9999","529.216","558.9894","566.4974","544.4357","510.5643","423.5625","357.1842","287.0995","191.325","122.1147","119.6558","123.2614"
"INTL.4701-34-VNM-BDOLPPP.A","        Vietnam","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","0.000001","1.897578e-7","1.897578e-7","129.5877","137.1154","149.0443","161.084","175.3138","192.0394","209.9761","227.0926","240.1842","251.6495","268.7296","287.2582","307.5966","330.177","355.8975","382.768","409.4773","438.671","463.5076","488.5272","519.9065","553.0543","583.2218","615.3321","654.6426","700.257","746.9959","798.6434","858.4732","922.0019","948.4266","973.2602","1051.16"
"INTL.4701-34-WAK-BDOLPPP.A","        Wake Island","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"INTL.4701-34-ESH-BDOLPPP.A","        Western Sahara","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
